upi_id,alpha_count,digit_count,special_count,total_length,username_length,has_at,domain_valid,has_multiple_at,suspicious_word,lottery_word,repeat_chars,is_impersonation,digit_ratio,alpha_ratio,entropy_score,starts_with_digit,sequential_digits,symbol_count,random_string,report_count,label
manoj38@sbi,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.8074,0,0,0,0,2,0
scamper438@ibl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.3219,0,0,0,0,82,1
neha781@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.8074,0,0,0,0,6,0
ankit43@okhdfcbank,5,2,0,18,7,1,1,0,0,0,0,0,0.1111,0.2778,2.8074,0,0,0,0,2,0
rohit199@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,2,0
rohit262@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,9,1
sneha272@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,3,0
raj948@ibl,3,3,0,10,6,1,1,0,0,0,0,0,0.3,0.3,2.585,0,0,0,0,10,0
pooja632@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,4,0
pooja!!!@paytm,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.1556,0,0,3,0,86,1
nhpxfaminm@yahoo,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,2.9219,0,0,0,0,9,0
divya110@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,3,0
contest575@icici,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,2.9219,0,0,0,0,90,1
wwww860@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,43,1
ankit167@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,10,0
pooja949@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,2.5,0,0,0,0,6,0
kiran32@paytm,5,2,0,13,7,1,1,0,0,0,0,0,0.1538,0.3846,2.8074,0,0,0,0,1,0
kiran901@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,6,0
456ankit@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,1,1,0,0,22,1
sonal335@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,1,0
rahul154@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,1,0
ajayxyz@okhdfcbank,7,0,0,18,7,1,1,0,1,0,0,0,0.0,0.3889,2.2359,0,0,0,0,2,0
shankar864@paytm,7,3,0,16,10,1,1,0,0,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,5,0
win269@hdfc,3,3,0,11,6,1,1,0,0,1,0,0,0.2727,0.2727,2.585,0,0,0,0,5,1
ab88@okhdfcbank,2,2,0,15,4,1,1,0,0,0,0,0,0.1333,0.1333,1.5,0,0,0,0,3,0
456priya@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,1,1,0,0,79,1
xy27@sbi,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,4,0
manoj99@ibl,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.5216,0,0,0,0,4,0
pooja681@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,7,0
manoj314@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,6,0
ankit814@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,3,0
neha721@icici,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,8,1
prize210@ibl,5,3,0,12,8,1,1,0,0,1,0,0,0.25,0.4167,3.0,0,0,0,0,93,1
pooja705@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,7,0
priya953@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,3,0
snehaabc@icici,8,0,0,14,8,1,1,0,0,0,0,0,0.0,0.5714,2.75,0,0,0,0,5,0
sneha862@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,7,0
ananya803@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.4194,0,0,0,0,5,0
rytwewegc@yahoo,9,0,0,15,9,1,0,0,0,0,0,0,0.0,0.6,2.7255,0,0,0,0,18,1
sonal508@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,2,0
rahul647@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,9,0
rahul108@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,8,0
neha341@hdfc,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.8074,0,0,0,0,8,0
paytm726user@axis,9,3,0,17,12,1,1,0,0,0,0,1,0.1765,0.5294,3.585,0,0,0,0,0,0
rohit561@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,7,0
pooja19@ybl,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.5216,0,0,0,0,1,0
deepa952@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,9,0
aaaa328@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,84,1
contest784@hdfc,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,1,1
reward941@ibl,6,3,0,13,9,1,1,0,0,1,0,0,0.2308,0.4615,2.9477,0,0,0,0,1,1
amit822@hdfc,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.5216,0,0,0,0,8,0
xy86@okhdfcbank,2,2,0,15,4,1,1,0,0,0,0,0,0.1333,0.1333,2.0,0,0,0,0,9,0
kavita566@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.7255,0,0,0,0,3,0
scamper674@paytm,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.3219,0,0,0,0,84,1
kavita440@sbi,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.7255,0,0,0,0,3,0
ab26@hdfc,2,2,0,9,4,1,1,0,0,0,0,0,0.2222,0.2222,2.0,0,0,0,0,4,0
123deepa@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,1,1,0,0,47,1
shankar317@sbi,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,2,0
cd18@hdfc,2,2,0,9,4,1,1,0,0,0,0,0,0.2222,0.2222,2.0,0,0,0,0,1,0
qqqq612@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,62,1
qqqq464@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,6,0
paytm356user@okhdfcbank,9,3,0,23,12,1,1,0,0,0,0,1,0.1304,0.3913,3.585,0,0,0,0,9,0
ab30@icici,2,2,0,10,4,1,1,0,0,0,0,0,0.2,0.2,2.0,0,0,0,0,8,0
paytm298user@ibl,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.585,0,0,0,0,10,0
pooja874@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,6,0
manoj795@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,3,0
789amit@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.8074,1,1,0,0,100,1
sachin397@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,3.1699,0,0,0,0,3,0
pq34@okhdfcbank,2,2,0,15,4,1,1,0,0,0,0,0,0.1333,0.1333,2.0,0,0,0,0,0,0
ajay6549@ybl,4,4,0,12,8,1,1,0,0,0,0,0,0.3333,0.3333,2.75,0,0,0,0,0,0
scamper187@icici,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.3219,0,0,0,0,77,1
lucky239@ibl,5,3,0,12,8,1,1,0,0,1,0,0,0.25,0.4167,3.0,0,0,0,0,71,1
qqqq739@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,10,0
shankar550@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,2.9219,0,0,0,0,1,0
shankar681@icici,7,3,0,16,10,1,1,0,0,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,6,0
pooja7750@sbi,5,4,0,13,9,1,1,0,0,0,0,0,0.3077,0.3846,2.7255,0,0,0,0,5,0
shankar757@hdfc,7,3,0,15,10,1,1,0,0,0,0,0,0.2,0.4667,2.9219,0,0,0,0,0,0
raj2524@icici,3,4,0,13,7,1,1,0,0,0,0,0,0.3077,0.2308,2.5216,0,0,0,0,9,0
cash216@sbi,4,3,0,11,7,1,1,0,0,1,0,0,0.2727,0.3636,2.8074,0,0,0,0,99,1
priya188@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,1,0
divya319@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,8,0
nishaabc@hdfc,8,0,0,13,8,1,1,0,0,0,0,0,0.0,0.6154,2.75,0,0,0,0,6,0
bonus999@ybl,5,3,0,12,8,1,1,0,0,1,1,0,0.25,0.4167,2.4056,0,0,0,0,43,1
sneha141@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,9,0
kiran44@ibl,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.5216,0,0,0,0,6,0
qqqq705@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,2,0
rohit718@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,0,0
neha174@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.8074,0,0,0,0,0,0
aaaa913@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,3,0
meera628@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,8,0
neha415@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,4,0
sonal877@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,4,0
123priya@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,1,1,0,0,96,1
neha591@icici,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,9,0
kavita255@icici,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.7255,0,0,0,0,3,0
sneha123@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,1,0,0,18,1
priya1046@axis,5,4,0,14,9,1,1,0,0,0,0,0,0.2857,0.3571,3.1699,0,0,0,0,0,0
pooja212@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.5,0,0,0,0,10,0
wwww520@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,88,1
kavita207@icici,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,0,0,0,5,0
kavita879@axis,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.9477,0,0,0,0,4,0
divya4@ybl,5,1,0,10,6,1,1,0,0,0,0,0,0.1,0.5,2.585,0,0,0,0,0,0
gift636@hdfc,4,3,0,12,7,1,1,0,0,1,0,0,0.25,0.3333,2.5216,0,0,0,0,15,1
contest390@hdfc,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,99,1
manoj67@ibl,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.8074,0,0,0,0,10,0
meera705@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,6,0
kiran226@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,0,0
jzoqdgjgc@yahoo,9,0,0,15,9,1,0,0,0,0,0,0,0.0,0.6,2.7255,0,0,0,0,3,1
priya248@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,3,0
woyxqzayir@yahoo,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,3.1219,0,0,0,0,1,1
raj112@hdfc,3,3,0,11,6,1,1,0,0,0,0,0,0.2727,0.2727,2.2516,0,0,0,0,6,0
divya601@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,10,0
paytm678user@paytm,9,3,0,18,12,1,1,0,0,0,0,1,0.1667,0.5,3.585,0,1,0,0,7,0
scam146@paytm,4,3,0,13,7,1,1,0,1,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,98,1
pooja505@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.5,0,0,0,0,8,0
amit106@icici,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,0,0
deepa548@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,8,0
neha227@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.5216,0,0,0,0,1,0
rahul941@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,4,0
123amit@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,1,1,0,0,79,1
divya811@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,89,1
raj674@okhdfcbank,3,3,0,17,6,1,1,0,0,0,0,0,0.1765,0.1765,2.585,0,0,0,0,7,0
contest914@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,13,1
rohit235@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,90,1
vikram772@ibl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.9477,0,0,0,0,2,0
priya643@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,3,0
raj240@okhdfcbank,3,3,0,17,6,1,1,0,0,0,0,0,0.1765,0.1765,2.585,0,0,0,0,3,0
contest235@hdfc,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,85,1
sonal138@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,3,0
shankar855@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,2.9219,0,0,0,0,1,0
contest585@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,2.9219,0,0,0,0,5,0
raj701@ybl,3,3,0,10,6,1,1,0,0,0,0,0,0.3,0.3,2.585,0,0,0,0,2,0
neha426@sbi,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,2,0
manoj731@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,2,0
paytm645user@axis,9,3,0,17,12,1,1,0,0,0,0,1,0.1765,0.5294,3.585,0,0,0,0,6,0
sachin286@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,3.1699,0,0,0,0,3,0
cd61@hdfc,2,2,0,9,4,1,1,0,0,0,0,0,0.2222,0.2222,2.0,0,0,0,0,8,0
amit896@sbi,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,2,0
contest854@sbi,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,51,1
paytm829user@icici,9,3,0,18,12,1,1,0,0,0,0,1,0.1667,0.5,3.585,0,0,0,0,24,1
demo346@okhdfcbank,4,3,0,18,7,1,1,0,1,0,0,0,0.1667,0.2222,2.8074,0,0,0,0,78,1
reward651@sbi,6,3,0,13,9,1,1,0,0,1,0,0,0.2308,0.4615,2.9477,0,0,0,0,69,1
divya341@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,0,0
meera144@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.5,0,0,0,0,1,0
sachin###@ybl,6,0,3,13,9,1,1,0,0,0,1,0,0.0,0.4615,2.6416,0,0,3,0,70,1
pooja472@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,5,0
rahul799@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,2.75,0,0,0,0,0,0
rahulxyz@paytm,8,0,0,14,8,1,1,0,1,0,0,0,0.0,0.5714,3.0,0,0,0,0,96,1
paytm183user@sbi,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.585,0,0,0,0,7,0
pq78@paytm,2,2,0,10,4,1,1,0,0,0,0,0,0.2,0.2,2.0,0,0,0,0,81,1
rahul!!!@icici,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.4056,0,0,3,0,41,1
priya814@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,4,0
nisha833@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,9,0
wwww634@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,4,0
cash488@ibl,4,3,0,11,7,1,1,0,0,1,0,0,0.2727,0.3636,2.5216,0,0,0,0,6,0
sneha614@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,34,1
scamper453@paytm,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.3219,0,0,0,0,93,1
neha$$$@ybl,4,0,3,11,7,1,1,0,0,0,1,0,0.0,0.3636,2.1281,0,0,3,0,31,1
divya524@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,5,0
wwww941@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,6,0
sneha!!!@ibl,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.4056,0,0,3,0,3,0
sonal877@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,0,0
ebgbdkvdon@gmail,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,2.9219,0,0,0,0,94,1
ajay182@ibl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,3,0
789meera@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,1,1,0,0,32,1
amit145@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,4,0
rohit!!!@hdfc,5,0,3,13,8,1,1,0,0,0,1,0,0.0,0.3846,2.4056,0,0,3,0,21,1
deepa775@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.5,0,0,0,0,8,0
priya318@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,0,0
ajay7387@icici,4,4,0,14,8,1,1,0,0,0,0,0,0.2857,0.2857,2.5,0,0,0,0,5,0
prize512@axis,5,3,0,13,8,1,1,0,0,1,0,0,0.2308,0.3846,3.0,0,0,0,0,48,1
kavita192@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.9477,0,0,0,0,0,0
456shankar@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,1,1,0,0,38,1
manoj###@axis,5,0,3,13,8,1,1,0,0,0,1,0,0.0,0.3846,2.4056,0,0,3,0,48,1
manoj532@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,4,0
neha477@okhdfcbank,4,3,0,18,7,1,1,0,0,0,0,0,0.1667,0.2222,2.5216,0,0,0,0,5,0
kavita655@okhdfcbank,6,3,0,20,9,1,1,0,0,0,0,0,0.15,0.3,2.7255,0,0,0,0,4,0
meera214@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,8,0
pooja905@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,3,0
ab22@ibl,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,1.5,0,0,0,0,1,0
meera###@sbi,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.1556,0,0,3,0,26,1
neha415@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,0,0
ab20@ibl,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,5,0
pq74@ybl,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,8,0
cd36@okhdfcbank,2,2,0,15,4,1,1,0,0,0,0,0,0.1333,0.1333,2.0,0,0,0,0,0,0
wwww214@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,8,0
contest804@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,82,1
aaaa390@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,6,0
paytm796user@axis,9,3,0,17,12,1,1,0,0,0,0,1,0.1765,0.5294,3.585,0,0,0,0,9,0
test178@hdfc,4,3,0,12,7,1,1,0,1,0,0,0,0.25,0.3333,2.5216,0,0,0,0,16,1
rohitabc@sbi,8,0,0,12,8,1,1,0,0,0,0,0,0.0,0.6667,3.0,0,0,0,0,3,0
manoj489@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,9,0
deepa200@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.5,0,0,0,0,2,0
paytm716user@icici,9,3,0,18,12,1,1,0,0,0,0,1,0.1667,0.5,3.585,0,0,0,0,7,0
pooja429@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,0,0
dnybjaug@yahoo,8,0,0,14,8,1,0,0,0,0,0,0,0.0,0.5714,3.0,0,0,0,0,96,1
priya120@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,0,0
contest995@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,2.9219,0,0,0,0,27,1
ananya906@sbi,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.4194,0,0,0,0,0,0
kavita467@sbi,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.9477,0,0,0,0,3,0
raj787@axis,3,3,0,11,6,1,1,0,0,0,0,0,0.2727,0.2727,2.2516,0,0,0,0,5,0
deepa522@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.5,0,0,0,0,1,0
kiran435@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,8,0
sneha2897@axis,5,4,0,14,9,1,1,0,0,0,0,0,0.2857,0.3571,3.1699,0,0,0,0,8,0
manoj459@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,3,0
kavita935@icici,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,0,0,0,3,0
vikram630@sbi,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,3.1699,0,0,0,0,86,1
rahul621@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,9,0
bonus392@icici,5,3,0,14,8,1,1,0,0,1,0,0,0.2143,0.3571,3.0,0,0,0,0,92,1
rohit3713@ybl,5,4,0,13,9,1,1,0,0,0,0,0,0.3077,0.3846,2.9477,0,0,0,0,9,0
tojuhopps@yahoo,9,0,0,15,9,1,0,0,0,0,0,0,0.0,0.6,2.7255,0,0,0,0,67,1
nisha803@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,10,0
contest250@paytm,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,38,1
manoj909@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,3,0
contest210@icici,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,29,1
neha795@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,8,0
pq89@okhdfcbank,2,2,0,15,4,1,1,0,0,0,0,0,0.1333,0.1333,2.0,0,0,0,0,7,0
ajay121@ibl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.2359,0,0,0,0,0,0
xyz416@axis,3,3,0,11,6,1,1,0,1,0,0,0,0.2727,0.2727,2.585,0,0,0,0,29,1
kavita617@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,0,0,0,8,0
nisha776@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,2.75,0,0,0,0,4,0
deepa2930@icici,5,4,0,15,9,1,1,0,0,0,0,0,0.2667,0.3333,2.9477,0,0,0,0,9,0
qqqq662@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,5,0
fraud776@hdfc,5,3,0,13,8,1,1,0,1,0,0,0,0.2308,0.3846,2.75,0,0,0,0,71,1
ananya353@ybl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.1972,0,0,0,0,3,0
kiran829@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,10,0
contest926@paytm,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,97,1
meera796@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,2,0
shankar871@hdfc,7,3,0,15,10,1,1,0,0,0,0,0,0.2,0.4667,3.1219,0,0,0,0,0,0
contest589@axis,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,10,0
scamper714@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.3219,0,0,0,0,50,1
sneha120@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,1,0
meera834@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,0,0
amit385@okhdfcbank,4,3,0,18,7,1,1,0,0,0,0,0,0.1667,0.2222,2.8074,0,0,0,0,4,0
