transaction_id,upi_id,amount,hour,frequency,avg_amount,amount_deviation,location,device,risk_score,risk_level,is_fraud,timestamp
TXN20260424002422,vikram906@hdfc,11130,15,3,11231,101,Bangalore,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424002423,manoj318@paytm,3237,20,3,3255,18,Delhi,web,27,Medium,0,2026-04-24 14:44:37
TXN20260424002424,test833@ibl,25000,22,5,8070,16930,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002425,test950@okhdfcbank,125000,3,4,12971,112029,Pune,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002426,priya210@icici,4915,11,3,4011,904,Hyderabad,mobile,15,Low,0,2026-04-24 14:44:37
TXN20260424002427,powdrz@paytm,45000,1,5,5701,39299,Ahmedabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002428,neha692@paytm,44367,20,1,36140,8227,Chennai,tablet,60,High,0,2026-04-24 14:44:37
TXN20260424002429,amit8902@temp,100000,2,5,11459,88541,Kolkata,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002430,ananya972@okhdfcbank,48167,10,3,47355,812,Jaipur,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002431,rahul710@hdfc,5987,12,1,6811,824,Kolkata,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424002432,divya667@axis,5259,13,3,4768,491,Pune,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424002433,4m4z0n538@ibl,95000,3,7,13954,81046,Pune,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002434,manoj248@okhdfcbank,32812,11,2,41528,8716,Pune,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002435,user837915464@axis,50000,0,9,6888,43112,Pune,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002436,ananya678@sbi,29114,14,2,27451,1663,Ahmedabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002437,mghehb@gmail,100000,3,10,6461,93539,Mumbai,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002438,shankar116@okhdfcbank,23139,9,2,18395,4744,Bangalore,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002439,amit317@paytm,16104,11,1,20511,4407,Hyderabad,tablet,26,Medium,0,2026-04-24 14:44:37
TXN20260424002440,amit758@paytm,4604,12,3,3575,1029,Delhi,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424002441,deepa951@ybl,4258,8,2,5535,1277,Lucknow,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424002442,raj1330@fake,125000,1,5,14041,110959,Kolkata,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002443,sneha496@ibl,41546,19,2,48894,7348,Mumbai,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002444,rahul688@okhdfcbank,37095,11,2,38855,1760,Pune,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002445,deepa592@sbi,49263,19,2,49244,19,Pune,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424002446,amit234@paytm,25026,14,3,23846,1180,Hyderabad,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424002447,ananya654@ybl,28336,14,2,20753,7583,Jaipur,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424002448,priya161@paytm,38084,21,3,46859,8775,Chennai,tablet,75,Critical,0,2026-04-24 14:44:37
TXN20260424002449,kiran550@ybl,25247,10,1,27881,2634,Lucknow,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002450,rahul863@ybl,17420,12,2,12245,5175,Hyderabad,tablet,26,Medium,0,2026-04-24 14:44:37
TXN20260424002451,divya994@ibl,26926,20,2,33950,7024,Chennai,web,48,High,0,2026-04-24 14:44:37
TXN20260424002452,ananya455@ibl,5716,12,1,4823,893,Kolkata,web,0,Low,0,2026-04-24 14:44:37
TXN20260424002453,nisha416@paytm,32696,16,1,28298,4398,Jaipur,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424002454,pooja588@axis,29692,17,1,36804,7112,Hyderabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002455,vikram113@paytm,21870,13,3,25567,3697,Mumbai,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002456,manoj340@ybl,10809,8,2,11907,1098,Delhi,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002457,user111850184025@ibl,95000,0,5,10382,84618,Mumbai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002458,bgrhnzb@gmail,75000,3,10,7726,67274,Chennai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002459,rahul528@paytm,36943,11,1,46090,9147,Pune,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002460,amit261@ybl,48629,20,2,52813,4184,Chennai,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002461,user88634470@axis,95000,23,5,5894,89106,Jaipur,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002462,manoj547@ybl,2360,18,2,1873,487,Mumbai,web,0,Low,0,2026-04-24 14:44:37
TXN20260424002463,ananya384@sbi,29930,21,1,25958,3972,Pune,mobile,32,Medium,0,2026-04-24 14:44:37
TXN20260424002464,ananya555@sbi,33288,9,3,30817,2471,Pune,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424002465,ssssssssss@paytm,200000,1,6,6540,193460,Lucknow,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002466,sneha113@sbi,35412,20,2,34421,991,Chennai,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424002467,meera565@ybl,34056,12,2,24995,9061,Bangalore,web,48,High,0,2026-04-24 14:44:37
TXN20260424002468,amit374@hdfc,10369,16,1,12943,2574,Ahmedabad,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424002469,ananya713@hdfc,27072,15,3,19372,7700,Hyderabad,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002470,manoj330@ybl,44183,18,3,38368,5815,Ahmedabad,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002471,pooja780@sbi,27591,15,1,25616,1975,Pune,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002472,4m4z0n793@hdfc,95000,0,5,8754,86246,Jaipur,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002473,amit513@okhdfcbank,41616,14,1,51146,9530,Bangalore,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002474,cymquemfsqha@yahoo,25000,2,9,14965,10035,Mumbai,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002475,kkkkk@temp,75000,2,7,8107,66893,Ahmedabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002476,amit517@paytm,39667,20,3,41777,2110,Kolkata,tablet,47,High,0,2026-04-24 14:44:37
TXN20260424002477,divya415@sbi,22693,12,1,23659,966,Chennai,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002478,shankar403@icici,19629,10,3,15631,3998,Ahmedabad,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424002479,pooja473@icici,36125,13,1,26352,9773,Mumbai,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002480,neha921@okhdfcbank,48595,17,2,40970,7625,Hyderabad,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002481,meera55@ibl,24374,9,1,26727,2353,Bangalore,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002482,divya497@ybl,42394,16,2,38169,4225,Ahmedabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002483,deepa971@hdfc,36518,11,2,41133,4615,Chennai,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002484,sachin214@icici,42203,17,1,53819,11616,Delhi,web,48,High,0,2026-04-24 14:44:37
TXN20260424002485,raj756@okhdfcbank,44076,9,2,42916,1160,Chennai,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002486,vikram509@ibl,4805,13,2,6205,1400,Ahmedabad,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424002487,neha787@ibl,23902,9,3,28626,4724,Jaipur,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002488,pooja349@hdfc,11065,12,2,10933,132,Jaipur,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002489,sachin122@icici,47627,17,2,50777,3150,Jaipur,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002490,nisha4@okhdfcbank,43763,16,3,38029,5734,Mumbai,web,51,High,0,2026-04-24 14:44:37
TXN20260424002491,amit979@sbi,26159,11,2,27374,1215,Pune,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002492,rahul543@paytm,32946,9,2,30201,2745,Bangalore,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002493,divya646@icici,31746,15,3,33514,1768,Bangalore,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002494,shankar86@paytm,18488,8,2,13695,4793,Bangalore,web,26,Medium,0,2026-04-24 14:44:37
TXN20260424002495,amit800@sbi,35594,16,3,30258,5336,Chennai,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002496,test945@paytm,45000,1,7,7384,37616,Hyderabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002497,vikram513@ybl,11234,14,3,12029,795,Delhi,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424002498,rahul511@sbi,14408,16,3,11004,3404,Kolkata,tablet,25,Medium,0,2026-04-24 14:44:37
TXN20260424002499,meera1@ibl,30166,15,3,31977,1811,Pune,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424002500,flipk4rt933@axis,45000,3,5,8944,36056,Ahmedabad,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002501,amit518@axis,21257,19,3,22817,1560,Bangalore,tablet,47,High,0,2026-04-24 14:44:37
TXN20260424002502,priya257@axis,32257,19,2,23699,8558,Delhi,tablet,60,High,0,2026-04-24 14:44:37
TXN20260424002503,vikram985@hdfc,7429,14,2,5458,1971,Kolkata,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424002504,amit975@paytm,6890,15,1,5939,951,Kolkata,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424002505,sachin829@okhdfcbank,9512,16,3,9953,441,Jaipur,tablet,25,Medium,0,2026-04-24 14:44:37
TXN20260424002506,neha501@ibl,1657,16,3,1724,67,Delhi,web,15,Low,0,2026-04-24 14:44:37
TXN20260424002507,szgtjtmtvop@yahoo,100000,2,9,6796,93204,Ahmedabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002508,divya165@ybl,2096,9,1,2007,89,Bangalore,web,0,Low,0,2026-04-24 14:44:37
TXN20260424002509,sneha326@ibl,48730,10,1,45488,3242,Ahmedabad,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002510,pooja530@axis,38845,10,2,45922,7077,Lucknow,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002511,sachin699@axis,28656,10,3,24440,4216,Pune,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424002512,raj251@axis,16516,12,1,19328,2812,Lucknow,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002513,temp221@paytm,50000,23,4,8563,41437,Pune,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002514,raj763@icici,47909,15,3,60104,12195,Delhi,web,63,High,0,2026-04-24 14:44:37
TXN20260424002515,ananya37@paytm,25684,13,2,19236,6448,Pune,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002516,hhhhhhhh@temp,95000,2,9,12213,82787,Bangalore,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002517,vikram581@icici,24828,12,1,28774,3946,Delhi,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002518,divya963@hdfc,35600,19,1,43869,8269,Kolkata,mobile,60,High,0,2026-04-24 14:44:37
TXN20260424002519,jzeujgkiwov@paytm,50000,1,5,10424,39576,Ahmedabad,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002520,neha455@hdfc,25786,15,2,29582,3796,Mumbai,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002521,meera947@ybl,6225,19,2,4964,1261,Pune,web,12,Low,0,2026-04-24 14:44:37
TXN20260424002522,deepa699@sbi,6047,12,3,6481,434,Jaipur,web,15,Low,0,2026-04-24 14:44:37
TXN20260424002523,sneha939@axis,19342,14,1,21218,1876,Pune,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424002524,priya604@paytm,38412,20,1,46475,8063,Bangalore,mobile,60,High,0,2026-04-24 14:44:37
TXN20260424002525,user35255917053@okhdfcbank,150000,0,6,13977,136023,Bangalore,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002526,sachin898@paytm,19230,10,1,19364,134,Pune,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002527,pooja341@paytm,44257,15,1,34186,10071,Pune,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002528,pooja700@sbi,35784,20,3,30697,5087,Bangalore,web,63,High,0,2026-04-24 14:44:37
TXN20260424002529,pooja582@icici,12793,9,2,9578,3215,Bangalore,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002530,nisha208@ibl,49067,8,2,62568,13501,Chennai,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002531,manoj708@paytm,44763,8,3,50151,5388,Lucknow,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002532,amit105@sbi,36514,17,3,36888,374,Delhi,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424002533,manoj728@ybl,28874,21,1,31392,2518,Delhi,tablet,32,Medium,0,2026-04-24 14:44:37
TXN20260424002534,amit777@ibl,43878,19,3,31638,12240,Lucknow,tablet,75,Critical,0,2026-04-24 14:44:37
TXN20260424002535,pooja680@hdfc,31187,9,1,27918,3269,Kolkata,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002536,manoj99@hdfc,49872,17,1,62484,12612,Hyderabad,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002537,meera921@ibl,28311,15,2,36370,8059,Kolkata,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002538,divya2602@temp,150000,22,10,13702,136298,Ahmedabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002539,ananya993@sbi,10636,16,2,12957,2321,Delhi,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002540,meera231@okhdfcbank,25748,21,2,25841,93,Bangalore,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424002541,kiran698@ybl,8591,9,2,10216,1625,Delhi,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002542,4m4z0n793@ybl,100000,23,8,9588,90412,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002543,sachin801@hdfc,46719,10,2,56044,9325,Delhi,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002544,divya306@hdfc,23694,17,2,22905,789,Pune,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002545,ananya698@sbi,1473,19,3,1102,371,Mumbai,tablet,27,Medium,0,2026-04-24 14:44:37
TXN20260424002546,manoj570@hdfc,48583,11,3,50156,1573,Hyderabad,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424002547,xyz354@ybl,100000,1,10,10512,89488,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002548,kiran588@icici,40935,15,2,51642,10707,Lucknow,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002549,pooja970@icici,21491,12,1,22268,777,Hyderabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002550,p4ytm655@okhdfcbank,25000,22,6,11320,13680,Hyderabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002551,divya44@hdfc,46173,15,3,49771,3598,Chennai,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424002552,ankit5352@fake,45000,23,5,7927,37073,Delhi,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002553,deepa541@hdfc,38208,21,3,30936,7272,Mumbai,web,63,High,0,2026-04-24 14:44:37
TXN20260424002554,amit320@sbi,47803,14,3,36425,11378,Kolkata,tablet,63,High,0,2026-04-24 14:44:37
TXN20260424002555,neha299@paytm,37973,20,1,46403,8430,Chennai,web,60,High,0,2026-04-24 14:44:37
TXN20260424002556,kiran855@hdfc,11469,17,2,12674,1205,Pune,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002557,kiran148@icici,24949,14,2,25058,109,Hyderabad,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002558,nnnnnnnnnn@xyz,45000,1,9,13494,31506,Mumbai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002559,pooja661@icici,32782,17,3,23117,9665,Kolkata,web,63,High,0,2026-04-24 14:44:37
TXN20260424002560,manoj574@ybl,6930,12,2,7135,205,Pune,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424002561,meera38@icici,33305,19,2,33614,309,Ahmedabad,tablet,32,Medium,0,2026-04-24 14:44:37
TXN20260424002562,priya9420@fake,95000,23,7,8479,86521,Kolkata,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002563,meera729@hdfc,42169,15,3,40601,1568,Kolkata,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424002564,deepa34@icici,26554,15,2,30625,4071,Ahmedabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002565,sneha755@ybl,1426,11,1,1094,332,Bangalore,web,0,Low,0,2026-04-24 14:44:37
TXN20260424002566,test197@ibl,45000,22,7,14935,30065,Pune,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002567,sachin525@paytm,33321,20,1,40408,7087,Mumbai,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424002568,test468@sbi,75000,1,4,10296,64704,Pune,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002569,shankar7@axis,25935,10,1,22677,3258,Delhi,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002570,uuuuuuuuu@temp,25000,23,10,12922,12078,Lucknow,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002571,kiran787@okhdfcbank,18503,17,3,13456,5047,Lucknow,mobile,41,Medium,0,2026-04-24 14:44:37
TXN20260424002572,raj192@sbi,6437,9,2,6686,249,Jaipur,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424002573,raj147@okhdfcbank,23651,17,3,26089,2438,Ahmedabad,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002574,divya377@icici,26088,13,2,21334,4754,Pune,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002575,test706@axis,25000,23,5,9609,15391,Lucknow,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002576,meera610@icici,14930,13,2,14231,699,Hyderabad,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002577,sneha634@icici,45713,19,2,55782,10069,Jaipur,mobile,60,High,0,2026-04-24 14:44:37
TXN20260424002578,deepa24@hdfc,45958,12,2,39801,6157,Kolkata,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002579,amit664@hdfc,10880,17,3,12222,1342,Bangalore,tablet,25,Medium,0,2026-04-24 14:44:37
TXN20260424002580,test337@ibl,25000,2,9,13042,11958,Jaipur,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002581,fraud438@ibl,200000,1,7,14378,185622,Bangalore,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002582,sneha122@ibl,32563,14,2,28706,3857,Kolkata,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002583,meera287@ibl,33505,15,1,32779,726,Delhi,web,20,Low,0,2026-04-24 14:44:37
TXN20260424002584,raj540@ybl,42847,16,1,37926,4921,Hyderabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002585,jjjjjjjj@xyz,200000,23,9,8390,191610,Delhi,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002586,neha363@paytm,40534,8,1,39190,1344,Lucknow,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002587,divya909@okhdfcbank,41876,12,1,48922,7046,Pune,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002588,kiran250@hdfc,32963,19,2,27122,5841,Hyderabad,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424002589,raj220@ybl,34164,18,1,31226,2938,Ahmedabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002590,divya231@axis,31443,12,1,39274,7831,Hyderabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002591,nisha639@axis,19536,18,1,24807,5271,Chennai,tablet,26,Medium,0,2026-04-24 14:44:37
TXN20260424002592,phish597@hdfc,25000,0,9,10336,14664,Jaipur,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002593,xyz431@okhdfcbank,200000,0,10,10627,189373,Hyderabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002594,rahul763@icici,36340,19,2,28026,8314,Pune,web,60,High,0,2026-04-24 14:44:37
TXN20260424002595,ankit496@ybl,24406,12,2,29298,4892,Mumbai,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002596,meera832@axis,10793,10,3,13532,2739,Chennai,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424002597,ankit579@sbi,12611,13,2,15977,3366,Hyderabad,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002598,nisha593@hdfc,4978,19,3,4058,920,Bangalore,mobile,27,Medium,0,2026-04-24 14:44:37
TXN20260424002599,meera683@paytm,22045,15,2,28006,5961,Delhi,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424002600,sneha162@ybl,21651,15,3,15942,5709,Pune,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424002601,manoj737@paytm,42847,20,2,34670,8177,Lucknow,web,60,High,0,2026-04-24 14:44:37
TXN20260424002602,raj246@sbi,12840,20,2,15486,2646,Delhi,web,22,Low,0,2026-04-24 14:44:37
TXN20260424002603,4m4z0n358@ybl,45000,0,5,7051,37949,Bangalore,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002604,spam150@okhdfcbank,45000,23,10,5825,39175,Mumbai,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002605,ankit984@okhdfcbank,44838,11,3,39307,5531,Mumbai,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424002606,nisha608@icici,35755,21,2,39104,3349,Delhi,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424002607,user806307179@ibl,75000,23,7,12663,62337,Mumbai,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002608,scam235@hdfc,100000,2,6,6310,93690,Chennai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424002609,deepa398@icici,9963,8,1,12597,2634,Mumbai,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002610,shankar7585@fake,50000,2,10,10092,39908,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002611,divya587@hdfc,37477,14,1,40416,2939,Lucknow,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424002612,meera936@okhdfcbank,3168,15,1,2818,350,Ahmedabad,web,0,Low,0,2026-04-24 14:44:37
TXN20260424002613,priya769@ybl,21374,8,2,16512,4862,Kolkata,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424002614,sneha682@ibl,48279,11,2,53265,4986,Bangalore,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002615,priya246@okhdfcbank,45518,8,1,49676,4158,Mumbai,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002616,deepa948@okhdfcbank,47271,15,3,45482,1789,Lucknow,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424002617,xyz78@ybl,200000,0,9,7980,192020,Bangalore,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002618,pooja480@icici,7767,16,1,7693,74,Hyderabad,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002619,raj604@hdfc,12860,13,3,15101,2241,Delhi,tablet,25,Medium,0,2026-04-24 14:44:37
TXN20260424002620,neha69@sbi,6465,8,2,7511,1046,Jaipur,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424002621,ananya501@paytm,44193,9,3,47705,3512,Pune,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002622,nisha256@axis,16524,9,2,17585,1061,Mumbai,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002623,meera84@sbi,12578,8,1,11633,945,Bangalore,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002624,alert37@sbi,45000,23,8,9888,35112,Hyderabad,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424002625,nisha780@ybl,43659,16,3,35635,8024,Mumbai,web,63,High,0,2026-04-24 14:44:37
TXN20260424002626,manoj673@sbi,5111,13,3,6001,890,Pune,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424002627,vikram515@ibl,6768,11,3,7923,1155,Delhi,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424002628,sneha412@ybl,44190,14,3,55207,11017,Hyderabad,web,63,High,0,2026-04-24 14:44:37
TXN20260424002629,sneha776@axis,15791,9,2,13677,2114,Delhi,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424002630,ankit720@sbi,5133,11,3,3780,1353,Chennai,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424002631,rahul577@okhdfcbank,25054,18,1,24223,831,Ahmedabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002632,ananya131@ibl,40186,16,3,44251,4065,Kolkata,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424002633,ananya881@hdfc,42245,8,1,34293,7952,Chennai,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002634,rahul497@okhdfcbank,704,20,2,595,109,Mumbai,web,12,Low,0,2026-04-24 14:44:37
TXN20260424002635,rahul982@sbi,45252,20,1,40911,4341,Lucknow,web,48,High,0,2026-04-24 14:44:37
TXN20260424002636,user549337930721931@ibl,100000,23,8,13411,86589,Lucknow,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002637,nisha711@hdfc,30646,10,2,26311,4335,Chennai,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424002638,rahul815@paytm,23631,18,3,20032,3599,Ahmedabad,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002639,vikram798@okhdfcbank,46678,13,2,49295,2617,Hyderabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424002640,pooja163@okhdfcbank,47127,9,3,47618,491,Hyderabad,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002641,amit274@paytm,44776,21,1,51599,6823,Lucknow,web,48,High,0,2026-04-24 14:44:37
TXN20260424002642,wwwwwwwwww@temp,75000,1,8,7240,67760,Lucknow,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424002643,neha928@sbi,14313,13,1,13884,429,Hyderabad,web,10,Low,0,2026-04-24 14:44:37
TXN20260424002644,amit259@okhdfcbank,39294,8,3,50117,10823,Kolkata,tablet,63,High,0,2026-04-24 14:44:37
TXN20260424002645,neha848@axis,7872,17,3,7327,545,Lucknow,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424002646,sneha238@paytm,12891,13,2,9494,3397,Kolkata,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424002647,sneha264@sbi,4687,13,1,5617,930,Delhi,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424002648,nisha290@sbi,23363,8,3,23107,256,Lucknow,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424002649,sachin426@ibl,29185,10,3,37187,8002,Hyderabad,web,63,High,0,2026-04-24 14:44:37
TXN20260424002650,raj199@ybl,40480,19,3,51932,11452,Delhi,mobile,75,Critical,0,2026-04-24 14:44:37
TXN20260424002651,raj514@paytm,25711,18,3,28142,2431,Lucknow,mobile,35,Medium,0,2026-04-24 14:44:37
